merged_symbol	merged_geneid	replaced_geneid	replaced_discontinued_geneid	replaced_discontinued_symbol	replaced_date	GeneID	Discontinued_GeneID	Discontinued_Symbol	Discontinue_Date
SIX3	6496	6496	3245	HPE2	20050510				
SIX5	147912	147912	1754	SIX5	20050510				
SKA2P1	729012	729012	414304	SKA2L	20100819				
SKA2P1	729012	729012	731589	LOC731589	20070619				
SKA3	221150	221150	116303	LOC116303	20050510				
SKAP2	8935	8935	10323	RA70	20050509				
SKIDA1	387640	387640	653301	LOC653301	20060602				
SKIDA1	387640	387640	653984	LOC653984	20060323				
SKIDA1	387640	387640	730417	LOC730417	20080304				
SKIV2L	6499	6499	220821	LOC220821	20050510				
SKOR1	390598	390598	553114	LBXCOR1	20050818				
SKOR2	652991	652991	100508378	LOC100508378	20110803				
SKOR2	652991	652991	125338	LOC125338	20050510				
SKOR2	652991	652991	647019	LOC647019	20060406				
SKOR2	652991	652991	649224	LOC649224	20060406				
SKP1P1	6922	6922	100126691	SKP1P1	20100227				
SKP1P1	6922	6922	100462814	LOC100462814	20100811				
SKP1P1	6922	6922	219594	LOC219594	20050510				
SKP1P1	6922	6922	257461	LOC257461	20050510				
SKP1P2	728622	728622	6501	SKP1P2	20111206				
SKP1P2	728622	728622	731394	LOC731394	20070619				
SKP2	6502	6502	84723	MGC1366	20050504				
SKP2	6502	6502	86997	LOC86997	20050510				
SLA	6503	6503	157759	LOC157759	20050507				
SLAIN2	57606	57606	80106	FLJ21611	20050510				
SLAMF6P1	100862852	100862852	105373471	LOC105373471	20190616				
SLAMF7	57823	57823	126807	LOC126807	20050510				
SLAMF8	56833	56833	28967	SBBI42	20050510				
SLBP	7884	7884	132996	LOC132996	20050508				
SLC10A5	347051	347051	137518	LOC137518	20050510				
SLC10A5	347051	347051	369015	SLC10A5	20050510				
SLC10A7	84068	84068	378487	C4orf13	20050807				
SLC11A1	6556	6556	4890	NRAMP1	20050510				
SLC12A6	9990	9990	26014	DKFZP434D2135	20050510				
SLC12A6	9990	9990	8124	ACCPN	20050510				
SLC12A7	10723	10723	26129	DKFZP434F076	20050510				
SLC12A8	84561	84561	79681	FLJ23188	20050510				
SLC12A9	56996	56996	107986831	LOC107986831	20180329				
SLC13A5	284111	284111	282695	NACT	20050502				
SLC14A1	6563	6563	51356	RACH1	20050510				
SLC15A5	729025	729025	731387	LOC731387	20070106				
SLC16A10	117247	117247	55457	PRO0813	20050510				
SLC16A12	387700	387700	196023	LOC196023	20050510				
SLC16A12	387700	387700	374344	SLC16A12	20050601				
SLC16A12	387700	387700	378705	SLC16A12	20050502				
SLC16A13	201232	201232	124943	LOC124943	20050510				
SLC16A2	6567	6567	193	AHDS	20051116				
SLC16A2	6567	6567	4386	MRX22	20080322				
SLC16A6P1	440459	440459	147216	LOC147216	20050510				
SLC16A6P1	440459	440459	284020	LOC284020	20050510				
SLC16A6P1	440459	440459	651069	LOC651069	20070619				
SLC16A6P1	440459	440459	82713	LOC82713	20050510				
SLC16A6P1	440459	440459	90493	LOC90493	20050510				
SLC16A6P1	440459	440459	94951	LOC94951	20050510				
SLC17A5	26503	26503	6479	SIASD	20050217				
SLC17A8	246213	246213	64944	DFNA25	20081120				
SLC19A1	6573	6573	101928717	LOC101928717	20150315				
SLC19A2	10560	10560	112826	LOC112826	20050510				
SLC19A2	10560	10560	7826	TRMA	20050510				
SLC1A5	6510	6510	147904	LOC147904	20050510				
SLC1A5	6510	6510	220610	LOC220610	20050510				
SLC1A5	6510	6510	4075	M7V1	20050510				
SLC1A5	6510	6510	5960	RDRC	20050510				
SLC1A7	6512	6512	10862	SLC1A#	20050510				
SLC1A7	6512	6512	94490	LOC94490	20050510				
SLC20A1P1	192127	192127	100422436	LOC100422436	20100824				
SLC20A1P1	192127	192127	326274	SLC20A1P1	20101009				
SLC20A2	6575	6575	100507493	LOC100507493	20120320				
SLC20A2	6575	6575	100508150	LOC100508150	20110803				
SLC22A10	387775	387775	114572	SLC22A10	20061114				
SLC22A10	387775	387775	170475	SLC22A10	20050502				
SLC22A11	55867	55867	256008	LOC256008	20050510				
SLC22A16	85413	85413	115715	LOC115715	20050510				
SLC22A17	51310	51310	57100	LOC57100	20050510				
SLC22A18	5002	5002	3618	IMPT1	20050510				
SLC22A18	5002	5002	703	BWSCR1A	20050510				
SLC22A18	5002	5002	8042	BWR1A	20050505				
SLC22A18AS	5003	5003	704	BWSCR1B	20050510				
SLC22A20	440044	440044	100008563	SLC22A20	20070426				
SLC22A20	440044	440044	440045	FLJ37246	20100116				
SLC22A23	63027	63027	25947	DKFZP434F011	20050510				
SLC22A3	6581	6581	253271	LOC253271	20050510				
SLC22A31	146429	146429	100506202	LOC100506202	20101127				
SLC22A31	146429	146429	100508008	LOC100508008	20110803				
SLC22A4	6583	6583	503842	DFNB60	20161014				
SLC22A5	6584	6584	1042	CDSP	20050503				
SLC22A8	9376	9376	120663	LOC120663	20050510				
SLC22A8	9376	9376	144094	LOC144094	20050510				
SLC22A9	114571	114571	120668	ust3	20050510				
SLC22A9	114571	114571	221106	LOC221106	20050510				
SLC23A1	9963	9963	10259	YSPL3	20050510				
SLC23A1	9963	9963	202050	MGC22361	20050510				
SLC23A2	9962	9962	102724905	LOC102724905	20150315				
SLC23A4P	641842	641842	136324	SLC23A4	20070718				
SLC23A4P	641842	641842	346674	LOC346674	20050502				
SLC23A4P	641842	641842	647078	LOC647078	20070718				
SLC23A4P	641842	641842	649739	LOC649739	20060323				
SLC24A2	25769	25769	100128844	LOC100128844	20100717				
SLC24A3	57419	57419	128764	LOC128764	20050510				
SLC24A3	57419	57419	56225	SLC24A3	20050510				
SLC24A3	57419	57419	96617	LOC96617	20050508				
SLC24A4	123041	123041	56796	SLC24A4	20050510				
SLC24A5	283652	283652	338402	SLC24A5	20050510				
SLC25A1	6576	6576	113470	LOC113470	20050510				
SLC25A1	6576	6576	115212	LOC115212	20050510				
SLC25A14P1	100288343	100288343	100291069	LOC100291069	20100430				
SLC25A14P1	100288343	100288343	100292976	LOC100292976	20100430				
SLC25A14P1	100288343	100288343	100509389	LOC100509389	20110803				
SLC25A15	10166	10166	3089	HHH	20050509				
SLC25A16	8034	8034	142833	LOC142833	20050507				
SLC25A16	8034	8034	219667	MGC39851	20050510				
SLC25A18	83733	83733	94012	SLC25A18	20050510				
SLC25A19	60386	60386	246765	MCPHA	20120314				
SLC25A1P2	100133079	100133079	100134796	LOC100134796	20090121				
SLC25A1P2	100133079	100133079	100422615	LOC100422615	20100813				
SLC25A1P3	644159	644159	100422616	LOC100422616	20100813				
SLC25A1P3	644159	644159	641730	LOC641730	20090121				
SLC25A20P1	789	789	100422565	LOC100422565	20100811				
SLC25A20P1	789	789	221366	LOC221366	20050510				
SLC25A21	89874	89874	80792	ODC1	20050510				
SLC25A24	29957	29957	113804	LOC113804	20050510				
SLC25A24	29957	29957	114985	LOC114985	20050502				
SLC25A24	29957	29957	92093	LOC92093	20050502				
SLC25A24P1	727941	727941	112268370	LOC112268370	20190911				
SLC25A37	51312	51312	55445	PRO1278	20050510				
SLC25A37	51312	51312	55881	PRO1584	20050510				
SLC25A38P1	441915	441915	100420876	LOC100420876	20100817				
SLC25A38P1	441915	441915	148613	LOC148613	20050510				
SLC25A38P1	441915	441915	220640	LOC220640	20050510				
SLC25A38P1	441915	441915	82626	LOC82626	20050510				
SLC25A38P1	441915	441915	92347	LOC92347	20050506				
SLC25A38P1	441915	441915	95053	LOC95053	20050510				
SLC25A4	291	291	10696	PEO3	20050510				
SLC25A4	291	291	113517	LOC113517	20050508				
SLC25A4	291	291	115046	LOC115046	20050510				
SLC25A4	291	291	7872	PEO2	20050508				
SLC25A40	55972	55972	219566	LOC219566	20050510				
SLC25A42	284439	284439	57797	LOC57797	20050510				
SLC25A42	284439	284439	57831	LOC57797	20050510				
SLC25A51P1	442229	442229	100421021	LOC100421021	20110329				
SLC25A51P1	442229	442229	285801	MCART3P	20090101				
SLC25A51P2	645423	645423	100421101	LOC100421101	20100813				
SLC25A51P2	645423	645423	386650	MCART4P	20090101				
SLC25A51P2	645423	645423	650194	LOC650194	20070619				
SLC25A51P3	100128119	100128119	100421025	LOC100421025	20100813				
SLC25A51P3	100128119	100128119	404023	MCART5P	20090101				
SLC25A5P1	266623	266623	100289076	LOC100289076	20090915				
SLC25A5P1	266623	266623	296	ANTP3	20090226				
SLC25A5P2	344371	344371	100422677	LOC100422677	20100813				
SLC25A5P3	222005	222005	100422684	LOC100422684	20100813				
SLC25A5P3	222005	222005	294	ANTP1	20090226				
SLC25A5P4	100131027	100131027	100422688	LOC100422688	20100813				
SLC25A5P5	442525	442525	100422683	LOC100422683	20100813				
SLC25A5P5	442525	442525	298	ANTP5	20090226				
SLC25A5P6	644042	644042	100422681	LOC100422681	20100813				
SLC25A5P6	644042	644042	299	ANTP6	20090226				
SLC25A5P6	644042	644042	391725	LOC391725	20060323				
SLC25A5P7	442255	442255	100422682	LOC100422682	20100813				
SLC25A5P7	442255	442255	300	ANTP7	20090226				
SLC25A5P8	392301	392301	100422678	LOC100422678	20100813				
SLC25A5P9	100133074	100133074	100422680	LOC100422680	20100813				
SLC25A6	293	293	8283	ANT3Y	20050510				
SLC25A6P1	128790	128790	100422689	LOC100422689	20100813				
SLC25A6P2	138412	138412	100422679	LOC100422679	20100818				
SLC26A11	284129	284129	65011	SLC26A11	20050510				
SLC26A3	1811	1811	1190	CLD	20050510				
SLC26A5	375611	375611	378163	LOC378163	20050510				
SLC26A5	375611	375611	53408	PRES	20050504				
SLC26A5	375611	375611	80269	SLC26A5	20050510				
SLC26A6	65010	65010	25967	DKFZP586E1422	20050510				
SLC26A7	115111	115111	65015	SLC26A7	20050510				
SLC26A8	116369	116369	65016	SLC26A8	20050510				
SLC26A9	115019	115019	65013	SLC26A9	20050510				
SLC27A1	376497	376497	11002	SLC27A1	20050507				
SLC27A1	376497	376497	284436	LOC284436	20050510				
SLC27A2	11001	11001	8523	FACVL1	20050509				
SLC27A3	11000	11000	79181	MGC4365	20050510				
SLC27A4	10999	10999	619482	IPS	20100402				
SLC27A4	10999	10999	9176	FATP4	20050503				
SLC27A5	10998	10998	22942	VLCS-H2	20050510				
SLC27A6	28965	28965	10997	SLC27A6	20050510				
SLC29A1	2030	2030	220811	LOC220811	20050510				
SLC29A3	55315	55315	8072	HJCD	20120507				
SLC29A4P1	402509	402509	102725215	LOC102725215	20150315				
SLC29A4P1	402509	402509	340223	LOC340223	20060306				
SLC29A4P1	402509	402509	378081	LOC378081	20050510				
SLC2A1	6513	6513	1433	CSE	20170327				
SLC2A1	6513	6513	3345	HTLVR	20141009				
SLC2A1-AS1	440584	440584	149464	LOC149464	20050504				
SLC2A10	81031	81031	619533	ATS	20060516				
SLC2A11	66035	66035	81564	GLUT11	20050510				
SLC2A12	154091	154091	155191	SLC2A12	20050507				
SLC2A14	144195	144195	338384	SLC2A14	20050510				
SLC2A14	144195	144195	399494	SLC2A3P3	20090225				
SLC2A3	6515	6515	112730	LOC112730	20050510				
SLC2A3	6515	6515	82429	LOC82429	20050510				
SLC2A3	6515	6515	93182	LOC93182	20050510				
SLC2A3	6515	6515	94827	LOC94827	20050510				
SLC2A3P1	100128062	100128062	100422516	LOC100422516	20100813				
SLC2A3P1	100128062	100128062	6516	SLC2A3P1	20080722				
SLC2A3P2	391045	391045	100422521	LOC100422521	20100814				
SLC2A3P2	391045	391045	399493	SLC2A3P2	20070105				
SLC2A3P4	399495	399495	100422518	LOC100422518	20100813				
SLC2A6	11182	11182	55587	HSA011372	20050510				
SLC2A7	155184	155184	127324	LOC127324	20050217				
SLC2A7	155184	155184	390995	SLC2A7	20050508				
SLC2AXP1	399496	399496	100422512	LOC100422512	20100813				
SLC30A2	7780	7780	84555	MGC11303	20050510				
SLC30A3	7781	7781	63075	LOC63075	20050510				
SLC30A5	64924	64924	79021	MGC5499	20050510				
SLC30A6	55676	55676	130446	FLJ31101	20050510				
SLC31A1P1	117151	117151	100422365	LOC100422365	20110301				
SLC31A1P1	117151	117151	339858	LOC339858	20090620				
SLC31A1P1	117151	117151	63323	CTR1P	20050510				
SLC32A1	140679	140679	10996	SLC32A1	20050510				
SLC34A1	6569	6569	8561	SLC11	20050509				
SLC34A2	10568	10568	133217	LOC133217	20050510				
SLC34A2	10568	10568	153010	LOC153010	20050510				
SLC35A5	55032	55032	131453	LOC131453	20050510				
SLC35B2	347734	347734	135428	LOC135428	20050510				
SLC35B2	347734	347734	221413	LOC221413	20050510				
SLC35B3	51000	51000	96803	LOC96803	20050510				
SLC35C1	55343	55343	378940	SLC35C1	20050510				
SLC35C2	51006	51006	100128167	LOC100128167	20080610				
SLC35D3	340146	340146	387073	FRCL1	20060908				
SLC35E1P1	727991	727991	100420917	LOC100420917	20100813				
SLC35E1P1	727991	727991	100533694	LOC100533694	20110809				
SLC35E1P1	727991	727991	731344	LOC731344	20070619				
SLC35E2	9906	9906	100506482	LOC100506482	20101217				
SLC35E2	9906	9906	199993	LOC199993	20050504				
SLC35E2	9906	9906	348454	LOC348454	20050510				
SLC35E2	9906	9906	93191	LOC93191	20050510				
SLC35E4	339665	339665	101929728	LOC101929728	20160105				
SLC35F2	54733	54733	79593	FLJ13018	20050510				
SLC35F4	341880	341880	161310	SLC35F4	20050510				
SLC35G4	646000	646000	125386	LOC125386	20050510				
SLC35G4	646000	646000	147392	LOC147392	20050510				
SLC35G4	646000	646000	388463	LOC388463	20050510				
SLC35G4	646000	646000	492318	AMAC1L1	20060512				
SLC35G6	643664	643664	146741	LOC146741	20050510				
SLC35G6	643664	643664	404029	AMAC1L3	20060512				
SLC35G6	643664	643664	649039	LOC649039	20060323				
SLC35G6	643664	643664	731108	LOC731108	20070619				
SLC36A1	206358	206358	140472	LYAAT1	20050510				
SLC36A1	206358	206358	91974	LOC91974	20050510				
SLC36A4	120103	120103	360215	SLC36A4	20050510				
SLC37A3	84255	84255	100127997	LOC100127997	20110309				
SLC37A4	2542	2542	2544	G6PT2	20060629				
SLC37A4	2542	2542	2545	G6PT3	20060629				
SLC37A4	2542	2542	51448	PRO0685	20050510				
SLC37A4	2542	2542	84965	MGC15729	20050510				
SLC38A10	124565	124565	100131419	LOC100131419	20090326				
SLC38A2	54407	54407	55439	PRO1068	20050503				
SLC38A2	54407	54407	95454	LOC95454	20050510				
SLC38A7	55238	55238	112688	LOC112688	20050510				
SLC38A7	55238	55238	92914	LOC92914	20050510				
SLC38A8	146167	146167	648732	LOC648732	20060323				
SLC39A1	27173	27173	96436	LOC96436	20050510				
SLC39A10	57181	57181	107985971	LOC107985971	20180810				
SLC39A11	201266	201266	79399	C17orf26	20050217				
SLC39A12	221074	221074	123208	LOC123208	20050510				
SLC39A3	29985	29985	92729	LOC92729	20050510				
SLC39A4	55630	55630	168	AEZ	20050510				
SLC39A4	55630	55630	170683	SLC39A4	20050509				
SLC39A5	283375	283375	378941	SLC39A5	20050510				
SLC39A7	7922	7922	113573	LOC113573	20050510				
SLC3A1	6519	6519	130269	LOC130269	20050510				
SLC3A1	6519	6519	151108	LOC151108	20050510				
SLC3A2	6520	6520	4198	MDU1	20050510				
SLC40A1	30061	30061	56414	SLC11A3	20050510				
SLC43A3	29015	29015	144038	LOC144038	20050510				
SLC43A3	29015	29015	55543	DKFZp762A227	20050510				
SLC44A1	23446	23446	63942	CTL1	20050509				
SLC44A2	57153	57153	57368	CTL2	20050510				
SLC44A4	80736	80736	84880	FLJ14491	20050510				
SLC44A4	80736	80736	87892	LOC87892	20050510				
SLC45A3	85414	85414	50629	PCANAP2	20080724				
SLC45A3	85414	85414	50633	PCANAP8	20080724				
SLC45A3	85414	85414	50635	PCANAP6	20050510				
SLC4A1	6521	6521	100131164	LOC100131164	20090620				
SLC4A1	6521	6521	7463	WD	20050510				
SLC4A1	6521	6521	8150	WD1	20050509				
SLC4A1	6521	6521	8154	DI	20050510				
SLC4A1	6521	6521	8155	FR	20060207				
SLC4A1	6521	6521	8158	SW	20060607				
SLC4A11	83959	83959	93976	CDPD1	20080817				
SLC4A11	83959	83959	9574	CHED2	20060907				
SLC4A1AP	22950	22950	55189	FLJ10624	20050510				
SLC4A2	6522	6522	100287222	LOC100287222	20101211				
SLC4A2	6522	6522	100290011	LOC100290011	20100430				
SLC4A2	6522	6522	100292821	LOC100292821	20100430				
SLC4A2	6522	6522	96677	LOC96677	20050510				
SLC4A3	6508	6508	7858	SLC2C	20050510				
SLC4A4	8671	8671	8716	SLC4A5	20050510				
SLC4A7	9497	9497	8485	SLC4A6	20050510				
SLC4A8	9498	9498	283400	LOC283400	20060324				
SLC5A4	6527	6527	27305	SAAT1	20050510				
SLC6A10P	386757	386757	6537	SLC6A10P	20060520				
SLC6A13	6540	6540	51568	HSU76343	20050510				
SLC6A14	11254	11254	282807	OQTLX	20060602				
SLC6A15	55117	55117	59276	SLC6A15	20050510				
SLC6A16	28968	28968	59275	SLC6A16	20050510				
SLC6A16	28968	28968	95514	LOC95514	20050510				
SLC6A17	388662	388662	101928619	LOC101928619	20140206				
SLC6A17	388662	388662	284462	LOC284462	20050504				
SLC6A19	340024	340024	100128907	LOC100128907	20080513				
SLC6A19	340024	340024	8062	HND	20050518				
SLC6A20	54716	54716	56960	LOC56960	20050510				
SLC6A21P	652969	652969	100422522	LOC100422522	20100813				
SLC6A6P1	54019	54019	100422567	LOC100422567	20110131				
SLC6A6P1	54019	54019	140200	LOC140200	20050510				
SLC6A7	6534	6534	26467	PROT	20050510				
SLC7A1	6541	6541	102724249	LOC102724249	20150315				
SLC7A1	6541	6541	2084	ERR	20050502				
SLC7A10	56301	56301	55047	FLJ20839	20050510				
SLC7A10	56301	56301	83251	LOC83251	20050217				
SLC7A14	57709	57709	285264	FLJ37228	20080410				
SLC7A15P	100289450	100289450	100301573	ARPAT	20100318				
SLC7A3	84889	84889	6544	SLC7A3	20050510				
SLC7A4	6545	6545	96585	LOC96585	20050510				
SLC7A5	8140	8140	51597	LOC51597	20050510				
SLC7A5P1	81893	81893	102725095	LOC102725095	20150315				
SLC7A5P1	81893	81893	105369259	LOC105369259	20160304				
SLC7A7	9056	9056	4022	LPI	20050505				
SLC7A9	11136	11136	1461	CSNU3	20050510				
SLC8A2	6543	6543	23084	KIAA1087	20050510				
SLC8A3	6547	6547	90450	LOC90450	20050510				
SLC9A3P1	6551	6551	100422475	LOC100422475	20100811				
SLC9A3P1	6551	6551	100422476	LOC100422476	20100811				
SLC9A3P1	6551	6551	389963	SLC9A3P4	20140327				
SLC9A3P1	6551	6551	4797	NHE3P	20050510				
SLC9A3P2	128997	128997	100422480	LOC100422480	20100811				
SLC9A3P3	728990	728990	100422474	LOC100422474	20100811				
SLC9A4	389015	389015	6552	SLC9A4	20050506				
SLC9A5	6553	6553	123910	LOC123910	20050507				
SLC9A6	10479	10479	53362	MRSA	20080822				
SLC9A7P1	121456	121456	651737	LOC651737	20070619				
SLC9A9	285195	285195	339579	SLC9A9	20050510				
SLC9B1P2	389000	389000	100420891	LOC100420891	20101105				
SLC9B1P2	389000	389000	100533687	LOC100533687	20110806				
SLC9B1P3	100421008	100421008	100533698	LOC100533698	20110819				
SLC9B1P3	100421008	100421008	100631256	LOC100631256	20110914				
SLC9B1P4	644768	644768	100533700	LOC100533700	20120202				
SLC9B1P4	644768	644768	100631257	LOC100631257	20110914				
SLC9B1P5	100533705	100533705	100134412	LOC100134412	20130816				
SLCO1A2	6579	6579	56618	OATP-A	20050505				
SLCO2A1	6578	6578	4024	MATR1	20110325				
SLCO4A1	28231	28231	51737	LOC51737	20050510				
SLCO4C1	353189	353189	55385	PRO2176	20050508				
SLED1	643036	643036	649464	LOC649464	20060323				
SLFN12L	100506736	100506736	342615	SLFN12L	20110406				
SLFN14	342618	342618	124757	LOC124757	20050510				
SLFN14	342618	342618	651723	LOC651723	20070619				
SLIT2-IT1	100505893	100505893	100507829	LOC100507829	20110803				
SLITRK6	84189	84189	54773	DKFZp564O1278	20050510				
SLK	9748	9748	56688	SLK	20050510				
SLN	6588	6588	84783	MGC12301	20050510				
SLTM	79811	79811	55050	FLJ10005	20050510				
SLURP1	57152	57152	50959	MDM	20050526				
SLX1A	548593	548593	101060729	LOC101060729	20130816				
SLX1A	548593	548593	101929864	LOC101929864	20150315				
SLX1A-SULT1A3	100526830	100526830	101929857	LOC101929857	20150315				
SLX1B	79008	79008	644122	LOC644122	20060906				
SLX1B	79008	79008	79578	FLJ23439	20050510				
SLX4	84464	84464	170951	KIAA1987	20050510				
SLX4IP	128710	128710	140682	C20orf94	20050604				
SMA4	11039	11039	100133831	LOC100133831	20081114				
SMA4	11039	11039	100170939	LOC100170939	20130207				
SMA4	11039	11039	100288916	LOC100288916	20101029				
SMA4	11039	11039	10571	SMA3	20070619				
SMA4	11039	11039	653391	LOC653391	20100709				
SMAD1	4086	4086	26072	DKFZP586M0622	20050510				
SMAD2	4087	4087	653804	LOC653804	20060329				
SMAD2	4087	4087	654050	LOC654050	20060329				
SMAD3	4088	4088	25856	DKFZP586N0721	20050510				
SMAD3	4088	4088	51521	HSPC193	20050510				
SMAP1	60682	60682	642967	LOC642967	20060823				
SMAP1	60682	60682	648324	LOC648324	20060323				
SMARCA2	6595	6595	95083	LOC95083	20050510				
SMARCAL1	50485	50485	29981	SMARCAL1	20050510				
SMARCC2	6601	6601	121127	LOC121127	20050510				
SMARCE1P1	100271884	100271884	100422697	LOC100422697	20100813				
SMARCE1P3	401744	401744	650700	LOC650700	20060323				
SMARCE1P5	400129	400129	100422698	LOC100422698	20100813				
SMARCE1P6	646196	646196	651417	LOC651417	20070619				
SMC1B	27127	27127	117142	SMC1(beta)	20050509				
SMC1B	27127	27127	164701	Smc1l2	20050510				
SMC4	10051	10051	10593	CAP-C	20050502				
SMC5-AS1	100507299	100507299	100508451	LOC100508451	20110803				
SMCO2	341346	341346	650728	LOC650728	20060323				
SMCO3	440087	440087	387843	LOC387843	20050510				
SMCP	4184	4184	127476	LOC127476	20050510				
SMCR7	125170	125170	140774	SMCR7	20050510				
SMCR7L	54471	54471	29787	HSU79252	20050510				
SMCR8	140775	140775	162633	LOC162633	20050510				
SMCR9	140776	140776				-	140776	SMCR9	20140614
SMEK1	55671	55671	84644	MSTP033	20050510				
SMG1P1	641298	641298	101060410	LOC101060410	20130816				
SMG1P1	641298	641298	730099	LOC730099	20080304				
SMG6	23293	23293	54761	DKFZp434E042	20050510				
SMG6	23293	23293	653034	LOC653034	20060503				
SMG6	23293	23293	653873	LOC653873	20060312				
SMG6	23293	23293	80091	FLJ14069	20050510				
SMG7-AS1	284649	284649	100506298	LOC100506298	20110803				
SMG7-AS1	284649	284649	26161	DKFZP564C196	20050508				
SMKR1	100287482	100287482	100289880	LOC100289880	20100430				
SMKR1	100287482	100287482	100291710	LOC100291710	20100430				
SMLR1	100507203	100507203	285733	LOC285733	20110613				
SMN1	6606	6606	100133835	LOC100133835	20081024				
SMN1	6606	6606	100133836	LOC100133836	20081024				
SMN1	6606	6606	6592	SMA@	20070331				
SMN1	6606	6606	91918	LOC91918	20050510				
SMN2	6607	6607	112600	LOC112600	20050504				
SMNP	64939	64939	100420980	LOC100420980	20110131				
SMPD3	55512	55512	79756	FLJ22593	20050510				
SMPD4	55627	55627	55674	FLJ20756	20050510				
SMPD4	55627	55627	83276	LOC83276	20050510				
SMPD4	55627	55627	91410	LOC91410	20050502				
SMPD4	55627	55627	91411	LOC91411	20050503				
SMPD4	55627	55627	94852	LOC94852	20050510				
SMPD4P2	441654	441654	100422626	LOC100422626	20100813				
SMPD4P2	441654	441654	650452	LOC650452	20070619				
SMPD5	392275	392275	100508259	LOC100508259	20101209				
SMPX	23676	23676	1682	DFN6	20140129				
SMR3A	26952	26952	441021	LOC441021	20050726				
SMS	6611	6611	6735	SRS	20060607				
SMU1	55234	55234	245792	LOC245792	20050510				
SMU1	55234	55234	728623	LOC728623	20070623				
SMU1	55234	55234	731253	LOC731253	20061118				
SMUG1	23583	23583	107984513	LOC107984513	20180329				
SMURF1	57154	57154	442601	LOC442601	20050507				
SMURF1	57154	57154	729290	LOC729290	20070502				
SMURF1	57154	57154	730332	LOC730332	20070502				
SMYD1	150572	150572	150573	LOC150573	20050510				
SMYD3	64754	64754	107985597	LOC107985597	20180329				
SMYD3	64754	64754	81838	ZNFN3A1	20050509				
SMYD4	114826	114826	353261	SMYD4	20050510				
SNAI1	6615	6615	116141	LOC116141	20050510				
SNAI1P1	10415	10415	100420182	LOC100420182	20100813				
SNAP47	116841	116841	100130093	LOC100130093	20160423				
SNAPC4	6621	6621	80189	FLJ13451	20050510				
SNCA	6622	6622	5070	PARK1	20050510				
SNCA	6622	6622	60454	PARK4	20140803				
SNCG	6623	6623	51749	SR	20050510				
SND1-IT1	27099	27099	92498	LOC92498	20050502				
SNF8	11267	11267	95670	LOC95670	20050510				
SNHG10	283596	283596	317786	C14orf62	20061005				
SNHG17	388796	388796	648273	LOC648273	20060323				
SNHG3	8420	8420	26764	RNU17C	20070406				
SNORA73A	6080	6080	6042	RNE1	20050510				
SNORD111B	100113402	100113402	100500806	MIR3647	20110823				
SNORD115@	692218	692218				-	692218	SNORD115@	20180913
SNORD116@	692236	692236	338430	HBII-85	20050510				
SNORD116@	692236	692236	63968	PWCR1	20071108				
SNORD13	692084	692084	692095	SNORD13	20060509				
SNORD14B	85388	85388	445579	RNU14B	20050524				
SNORD17	692086	692086	692096	SNORD17	20060509				
SNORD19	692089	692089	692097	SNORD19	20060509				
SNORD23	692091	692091	692098	SNORD23	20060509				
SNORD32B	692092	692092	692102	SNORD32B	20060509				
SNORD35B	84546	84546	84563	LOC84546	20050510				
SNORD3A	780851	780851	6067	U3	20070525				
SNORD45C	692085	692085	692103	SNORD45C	20060509				
SNORD46	94161	94161	26803	SNORD46	20060506				
SNORD49B	692087	692087	692104	SNORD49B	20060509				
SNORD55	26811	26811	26794	SNORD55	20060506				
SNORD58C	100124516	100124516	619491	U58	20110906				
SNORD59B	692090	692090	692128	SNORD59B	20060511				
SNORD71	692111	692111	768221	MIRN768	20090303				
SNRK	54861	54861	23182	KIAA0096	20050510				
SNRK	54861	54861	87229	LOC87229	20050510				
SNRNP200	23020	23020	692221	RP33	20110212				
SNRNP25	79622	79622	64734	C16orf33	20050510				
SNRNP40	9410	9410	127574	LOC127574	20050510				
SNRPA1	6627	6627	83098	LOC83098	20050510				
SNRPA1	6627	6627	88988	LOC88988	20050510				
SNRPD2P1	119358	119358	414255	SNRPD2P	20100629				
SNRPD2P1	119358	119358	648295	LOC648295	20070619				
SNRPD2P2	645339	645339	650068	LOC650068	20070619				
SNRPEP2	414153	414153	158352	LOC158352	20050508				
SNRPGP2	100130003	100130003	387610	SNRPGP2	20101210				
SNRPN	6638	6638	145622	SNURF-SNRPN	20050510				
SNRPN	6638	6638	5821	PWCR	20081118				
SNRPN	6638	6638	647795	LOC647795	20081111				
SNRPN	6638	6638	647869	LOC647869	20071129				
SNTB2	6645	6645	100510737	LOC100510737	20101209				
SNTB2	6645	6645	6562	SNTL	20050510				
SNTG1	54212	54212	102724295	LOC102724295	20150315				
SNTG2	54221	54221	348719	LOC348719	20050510				
SNTG2	54221	54221	388921	LOC388921	20050510				
SNTG2	54221	54221	54220	SYN5	20050510				
SNTG2	54221	54221	728185	LOC728185	20061028				
SNTN	132203	132203	651293	LOC651293	20060312				
SNURF	8926	8926	123116	LOC123116	20050510				
SNX15	29907	29907	113131	LOC113131	20050502				
SNX15	29907	29907	116070	LOC116070	20050506				
SNX18P2	642952	642952	100418979	LOC100418979	20100813				
SNX18P2	642952	642952	650189	LOC650189	20070619				
SNX18P5	100418977	100418977	100418978	SNX18P6	20140327				
SNX18P9	644576	644576	100418982	LOC100418982	20100813				
SNX19	399979	399979	219798	LOC219798	20050510				
SNX19	399979	399979	9795	SNX19	20050510				
