Axenfeld-Rieger_syndrome,_type_1,_180500_(3)	PITX2,_IDG2,_RIEG1,_RGS,_IGDS2,_ASGD4	601542	4q25
Axenfeld-Rieger_syndrome,_type_3,_602482_(3)	FOXC1,_FKHL7,_FREAC3,_IRID1,_RIEG3,_ASGD3	601090	6p25.3
Ayme-Gripp_syndrome,_601088_(3)	MAF,_CCA4,_CTRCT21,_AYGRP	177075	16q23.2
B-cell_expansion_with_NFKB_and_T-cell_anergy,_616452_(3)	CARD11,_CARMA1,_BIMP3,_PPBL,_BENTA,_IMD11A	607210	7p22.2
B-cell_non-Hodgkin_lymphoma,_high-grade_(3)	BCL7A,_BCL7	601406	12q24.31
Bainbridge-Ropers_syndrome,_615485_(3)	ASXL3,_KIAA1713,_BRPS	615115	18q12.1
Baller-Gerold_syndrome,_218600_(3)	RECQL4,_RTS,_RECQ4	603780	8q24.3
Bamforth-Lazarus_syndrome,_241850_(3)	FOXE1,_FKHL15,_TITF2,_TTF2,_NMTC4	602617	9q22.33
Band_heterotopia,_600348_(3)	EML1,_EMAPL,_EMAP,_BH	602033	14q32.2
Bannayan-Riley-Ruvalcaba_syndrome,_153480_(3)	PTEN,_MMAC1,_GLM2,_CWS1	601728	10q23.31
Baraitser-Winter_syndrome_1,_243310_(3)	ACTB,_BRWS1	102630	7p22.1
Baraitser-Winter_syndrome_2,_614583_(3)	ACTG1,_DFNA20,_DFNA26,_BRWS2	102560	17q25.3
Barber-Say_syndrome,_209885_(3)	TWIST2,_DERMO1,_SETLSS,_FFDD3,_BBRSAY,_AMS	607556	2q37.3
Bardet-Biedl_syndrome_1,_209900_(3)	BBS1	209901	11q13.2
Bardet-Biedl_syndrome_10,_615987_(3)	BBS10,_C12orf58,_FLJ23560	610148	12q21.2
Bardet-Biedl_syndrome_12,_615989_(3)	BBS12,_FLJ35630,_C4orf24	610683	4q27
Bardet-Biedl_syndrome_13,_615990_(3)	MKS1,_MKS,_BBS13,_JBTS28	609883	17q22
Bardet-Biedl_syndrome_16,_615993_(3)	SDCCAG8,_CCCAP,_SLSN7,_BBS16	613524	1q43-q44
Bardet-Biedl_syndrome_17,_615994_(3)	LZTFL1,_BBS17	606568	3p21.31
Bardet-Biedl_syndrome_2,_615981_(3)	BBS2,_RP74	606151	16q13
Bardet-Biedl_syndrome_21,_617406_(3)	C8orf37,_CORD16,_RP64,_BBS21	614477	8q22.1
Bardet-Biedl_syndrome_3,_600151_(3)	ARL6,_BBS3,_RP55	608845	3q11.2
Bardet-Biedl_syndrome_4,_615982_(3)	BBS4	600374	15q24.1
Bardet-Biedl_syndrome_5,_615983_(3)	BBS5	603650	2q31.1
Bardet-Biedl_syndrome_6,_605231_(3)	MKKS,_HMCS,_KMS,_MKS,_BBS6	604896	20p12.2
Bardet-Biedl_syndrome_7,_615984_(3)	BBS7	607590	4q27
Bardet-Biedl_syndrome_8,_615985_(3)	TTC8,_BBS8,_RP51	608132	14q31.3
Bardet-Biedl_syndrome_9,_615986_(3)	PTHB1,_BBS9	607968	7p14.3
Bare_lymphocyte_syndrome,_type_I,_604571_(3)	TAP1,_ABCB2,_RING4,_PSF1	170260	6p21.32
Bare_lymphocyte_syndrome,_type_I,_604571_(3)	TAPBP,_TPSN	601962	6p21.32
Bare_lymphocyte_syndrome,_type_I,_due_to_TAP2_deficiency,_604571_(3)	TAP2,_ABCB3,_PSF2,_RING11	170261	6p21.32
Bare_lymphocyte_syndrome,_type_II,_complementation_group_A,_209920_(3)	CIITA,_MHC2TA,_C2TA	600005	16p13.13
Bare_lymphocyte_syndrome,_type_II,_complementation_group_C,_209920_(3)	RFX5	601863	1q21.3
Bare_lymphocyte_syndrome,_type_II,_complementation_group_D,_209920_(3)	RFXAP	601861	13q13.3
Bare_lymphocyte_syndrome,_type_II,_complementation_group_E,_209920_(3)	RFX5	601863	1q21.3
Barrett_esophagus/esophageal_adenocarcinoma,_614266_(3)	ASCC1,_p50,_SMABF2	614215	10q22.1
Barrett_esophagus/esophageal_adenocarcinoma,_614266_(3)	CTHRC1	610635	8q22.3
Barrett_esophagus/esophageal_adenocarcinoma,_614266_(3)	MSR1,_SCARA1,_SRA	153622	8p22
Bart-Pumphrey_syndrome,_149200_(3)	GJB2,_CX26,_DFNB1A,_PPK,_DFNA3A,_KID,_HID	121011	13q12.11
Barth_syndrome,_302060_(3)	TAZ,_EFE2,_BTHS,_CMD3A,_LVNCX	300394	Xq28
Bartter_syndrome,_type_1,_601678_(3)	SLC12A1,_NKCC2	600839	15q21.1
Bartter_syndrome,_type_2,_241200_(3)	KCNJ1,_ROMK1	600359	11q24.3
Bartter_syndrome,_type_3,_607364_(3)	CLCNKB	602023	1p36.13
Bartter_syndrome,_type_4a,_602522_(3)	BSND	606412	1p32.3
Bartter_syndrome,_type_4b,_digenic,_613090_(3)	CLCNKA	602024	1p36.13
Bartter_syndrome,_type_4b,_digenic,_613090_(3)	CLCNKB	602023	1p36.13
Bartter_syndrome,_type_5,_antenatal,_transient,_300971_(3)	MAGED2,_MAGED,_BARTS5	300470	Xp11.21
Basal_cell_carcinoma,_somatic,_605462_(3)	PTCH1,_NBCCS,_BCNS,_HPE7	601309	9q22.32
Basal_cell_carcinoma,_somatic,_605462_(3)	PTCH2	603673	1p34.1
Basal_cell_carcinoma,_somatic,_605462_(3)	RASA1,_GAP,_CMAVM,_PKWS	139150	5q14.3
Basal_cell_carcinoma,_somatic,_605462_(3)	SMOH,_SMO,_CRJS	601500	7q32.1
Basal_cell_nevus_syndrome,_109400_(3)	PTCH1,_NBCCS,_BCNS,_HPE7	601309	9q22.32
Basal_cell_nevus_syndrome,_109400_(3)	PTCH2	603673	1p34.1
Basal_cell_nevus_syndrome,_109400_(3)	SUFU,_SUFUXL,_SUFUH,_JBTS32	607035	10q24.32
Basal_ganglia_calcification,_idiopathic,_1,_213600_(3)	SLC20A2,_MLVAR,_GLVR2,_IBGC1	158378	8p11.21
Basal_ganglia_calcification,_idiopathic,_2_(2)	IBGC2	606656	2q37
Basal_ganglia_calcification,_idiopathic,_4,_615007_(3)	PDGFRB,_PDGFR,_IBGC4,_IMF1,_PENTT,_KOGS	173410	5q32
Basal_ganglia_calcification,_idiopathic,_5,_615483_(3)	PDGFB,_SIS,_IBGC5	190040	22q13.1
Basal_ganglia_calcification,_idiopathic,_6,_616413_(3)	XPR1,_SYG1,_IBGC6	605237	1q25.3
Basal_laminar_drusen,_126700_(3)	CFH,_HF1,_HUS,_ARMD4,_AHUS1	134370	1q31.3
Basan_syndrome,_129200_(3)	SMARCAD1,_KIAA1122,_ETL1,_HEL1,_ADERM,_BASNS	612761	4q22.3
Basel-Vanagait-Smirin-Yosef_syndrome,_616449_(3)	MED25,_PTOV2,_ARC92,_CMT2B2,_BVSYS	610197	19q13.33
Bazex_syndrome_(2)	BZX	301845	Xq24-q27
Beare-Stevenson_cutis_gyrata_syndrome,_123790_(3)	FGFR2,_BEK,_CFD1,_JWS,_TK14,_BBDS	176943	10q26.13
Beaulieu-Boycott-Innes_syndrome,_613680_(3)	THOC6,_FSAP35,_BBIS	615403	16p13.3
Becker_muscular_dystrophy,_300376_(3)	DMD,_BMD,_CMD3B	300377	Xp21.2-p21.1
Beckwith-Wiedemann_syndrome,_130650_(3)	CDKN1C,_KIP2,_BWS,_IMAGE	600856	11p15.4
Beckwith-Wiedemann_syndrome,_130650_(3)	H19,_D11S813E,_ASM1,_BWS,_WT2	103280	11p15.5
Beckwith-Wiedemann_syndrome,_130650_(3)	ICR1	616186	11p15.5
Beckwith-Wiedemann_syndrome,_130650_(3)	KCNQ1OT1,_LIT1	604115	11p15.5
Behr_syndrome,_210000_(3)	OPA1,_NTG,_NPG,_BERHS,_MTDPS14	605290	3q29
Bent_bone_dysplasia_syndrome,_614592_(3)	FGFR2,_BEK,_CFD1,_JWS,_TK14,_BBDS	176943	10q26.13
Bernard-Soulier_syndrome,_type_A1_(recessive),_231200_(3)	GP1BA,_BSS,_BDPLT1,_VWDP,_BDPLT3	606672	17p13.2
Bernard-Soulier_syndrome,_type_A2_(dominant),_153670_(3)	GP1BA,_BSS,_BDPLT1,_VWDP,_BDPLT3	606672	17p13.2
Bernard-Soulier_syndrome,_type_B,_231200_(3)	GP1BB,_BS,_BDPLT1	138720	22q11.21
Bernard-Soulier_syndrome,_type_C,_231200_(3)	GP9	173515	3q21.3
Bestrophinopathy,_autosomal_recessive,_611809_(3)	BEST1,_VMD2,_ARB,_RP50	607854	11q12.3
Beta-2-adrenoreceptor_agonist,_reduced_response_to_(3)	ADRB2	109690	5q32
Beta-ureidopropionase_deficiency,_613161_(3)	UPB1,_BUP1	606673	22q11.23
Bethlem_myopathy_1,_158810_(3)	COL6A1,_BTHLM1,_UCHMD1	120220	21q22.3
Bethlem_myopathy_1,_158810_(3)	COL6A2,_BTHLM1,_UCMD1	120240	21q22.3
Bethlem_myopathy_1,_158810_(3)	COL6A3,_DYT27,_BTHLM1,_UCMD1	120250	2q37.3
Bethlem_myopathy_2,_616471_(3)	COL12A1,_UCMD2,_BTHLM2	120320	6q13-q14
Bietti_crystalline_corneoretinal_dystrophy,_210370_(3)	CYP4V2,_BCD	608614	4q35.1-q35.2
Bifid_nose_with_or_without_anorectal_and_renal_anomalies,_608980_(3)	FREM1,_C9orf154,_BNAR,_MOTA,_TRIGNO2	608944	9p22.3
Bile_acid_malabsorption,_primary,_613291_(3)	SLC10A2,_NTCP2,_PBAM	601295	13q33.1
Bile_acid_synthesis_defect,_congenital,_1,_607765_(3)	HSD3B7,_CBAS1	607764	16p11.2
Bile_acid_synthesis_defect,_congenital,_2,_235555_(3)	AKR1D1,_SRD5B1,_CBAS2	604741	7q33
Bile_acid_synthesis_defect,_congenital,_3,_613812_(3)	CYP7B1,_CBAS3,_SPG5A	603711	8q12.3
Bile_acid_synthesis_defect,_congenital,_4,_214950_(3)	AMACR,_CBAS4,_AMACRD	604489	5p13.2
Bile_acid_synthesis_defect,_congenital,_6,_617308_(3)	ACOX2,_BRCACOX,_CBAS6	601641	3p14.3
Biliary_cirrhosis,_primary,_1_(2)	PBC1	109720	3p12-q13.2
Biliary_cirrhosis,_primary,_4_(2)	PBC4	614220	7q32
Biliary_cirrhosis,_primary,_5_(2)	PBC5	614221	17q12
Biotinidase_deficiency,_253260_(3)	BTD	609019	3p25.1
Birk-Barel_mental_retardation_dysmorphism_syndrome,_612292_(3)	KCNK9,_TASK3	605874	8q24.3
Birt-Hogg-Dube_syndrome,_135150_(3)	FLCN,_BHD	607273	17p11.2
Bjornstad_syndrome,_262000_(3)	BCS1L,_FLNMS,_GRACILE,_BJS,_PTD,_MC3DN1	603647	2q35
Bladder_cancer,_somatic,_109800_(3)	FGFR3,_ACH	134934	4p16.3
Bladder_cancer,_somatic,_109800_(3)	KRAS,_KRAS2,_RASK2,_NS,_CFC2,_RALD	190070	12p12.1
Bladder_cancer,_somatic,_109800_(3)	RB1	614041	13q14.2
Blau_syndrome,_186580_(3)	NOD2,_CARD15,_IBD1,_CD,_YAOS,_BLAUS	605956	16q12.1
Bleeding_disorder,_east_Texas_type_(2)	BDET	605913	1q23
Bleeding_disorder,_platelet-type,_11,_614201_(3)	GP6,_GPIV,_BDPLT11	605546	19q13.42
Bleeding_disorder,_platelet-type,_15,_615193_(3)	ACTN1,_BDPLT15	102575	14q24.1
Bleeding_disorder,_platelet-type,_16,_autosomal_dominant,_187800_(3)	ITGA2B,_GP2B,_CD41B,_GT,_BDPLT2,_BDPLT16	607759	17q21.31
Bleeding_disorder,_platelet-type,_16,_autosomal_dominant,_187800_(3)	ITGB3,_GP3A,_GT,_BDPLT2,_BDPLT16	173470	17q21.32
Bleeding_disorder,_platelet-type,_17,_187900_(3)	GFI1B,_BDPLT17	604383	9q34.13
Bleeding_disorder,_platelet-type,_20,_616913_(3)	SLFN14,_BDPLT20	614958	17q12
Bleeding_disorder,_platelet-type,_21,_617443_(3)	FLI1,_BDPLT21	193067	11q24.3
Bleeding_disorder,_platelet-type,_8,_609821_(3)	P2RY12,_P2Y12,_BDPLT8	600515	3q25.1
Blepharocheilodontic_syndrome_1,_119580_(3)	CDH1,_UVO,_LCAM,_ECAD,_BCDS1	192090	16q22.1
Blepharocheilodontic_syndrome_2,_617681_(3)	CTNND1,_CTNND,_BCDS2	601045	11q12.1
Blepharophimosis,_epicanthus_inversus,_and_ptosis,_type_1,_110100_(3)	FOXL2,_BPES,_BPES1,_PFRK,_POF3	605597	3q22.3
Blepharophimosis,_epicanthus_inversus,_and_ptosis,_type_2,_110100_(3)	FOXL2,_BPES,_BPES1,_PFRK,_POF3	605597	3q22.3
Blood_group--Lutheran_inhibitor,_111150_(3)	KLF1,_EKLF,_INLU,_HBFQTL6,_CDAN4	600599	19p13.13
Bloom_syndrome,_210900_(3)	RECQL3,_RECQ2,_BLM,_BS	604610	15q26.1
Blue_cone_monochromacy,_303700_(3)	OPN1LW,_RCP,_CBP,_CBBM	300822	Xq28
Blue_cone_monochromacy,_303700_(3)	OPN1MW,_GCP,_CBD,_CBBM	300821	Xq28
Bohring-Opitz_syndrome,_605039_(3)	ASXL1,_KIAA0978,_BOPS,_MDS	612990	20q11.21
Bone_marrow_failure_syndrome_1,_614675_(3)	SRP72,_BMFS1	602122	4q12
Bone_marrow_failure_syndrome_2,_615715_(3)	ERCC6L2,_RAD26L,_BMFS2	615667	9q22.32
Bone_marrow_failure_syndrome_3,_617052_(3)	DNAJC21,_DNAJA5,_BMFS3	617048	5p13.2
Bone_mineral_density_QTL18,_osteoporosis,_300910_(3)	PLS3,_BMND18	300131	Xq23
Boomerang_dysplasia,_112310_(3)	FLNB,_SCT,_AOI,_LRS1	603381	3p14.3
Bor-Duane_hydrocephalus_contiguous_gene_syndrome_(4)	DEL8q12q21,_C8DELq12q21	600257	8q12.2-q21.2
Borjeson-Forssman-Lehmann_syndrome,_301900_(3)	PHF6,_BFLS	300414	Xq26.2
Bornholm_eye_disease_(2)	BED	300843	Xq28
Bosch-Boonstra-Schaaf_optic_atrophy_syndrome,_615722_(3)	NR2F1,_TFCOUP1,_ERBAL3,_EAR3,_BBSOAS	132890	5q15
Bosley-Salih-Alorainy_syndrome,_601536_(3)	HOXA1,_HOX1F,_BSAS	142955	7p15.2
Bosma_arhinia_microphthalmia_syndrome,_603457_(3)	SMCHD1,_KIAA0650,_BAMS	614982	18p11.32
Bothnia_retinal_dystrophy,_607475_(3)	RLBP1	180090	15q26.1
Boucher-Neuhauser_syndrome,_215470_(3)	PNPLA6,_NTE,_SPG39,_NTEMND,_BNHS,_LNMS,_OMCS	603197	19p13.2
Bowen-Conradi_syndrome,_211180_(3)	EMG1,_NEP1,_C2F,_BWCNS	611531	12p13.31
Brachycephaly,_trichomegaly,_and_developmental_delay,_617412_(3)	RPS23,_BTDD,_MCINS	603683	5q14.2
Brachydactyly,_type_A1,_112500_(3)	IHH,_BDA1	600726	2q35
Brachydactyly,_type_A1,_B_(2)	BDA1B	607004	5p13.3-p13.2
Brachydactyly,_type_A1,_C,_615072_(3)	GDF5,_CDMP1,_SYNS2,_OS5,_BDA1C,_SYM1B	601146	20q11.22
Brachydactyly,_type_A1,_D,_616849_(3)	BMPR1B,_ALK6,_AMDD,_BDA2,_BDA1D	603248	4q22.3
Brachydactyly,_type_A2,_112600_(3)	BMP2,_BMP2A,_BDA2	112261	20p12.3
Brachydactyly,_type_A2,_112600_(3)	BMPR1B,_ALK6,_AMDD,_BDA2,_BDA1D	603248	4q22.3
Brachydactyly,_type_A2,_112600_(3)	GDF5,_CDMP1,_SYNS2,_OS5,_BDA1C,_SYM1B	601146	20q11.22
Brachydactyly,_type_B1,_113000_(3)	ROR2,_BDB1,_BDB,_NTRKR2	602337	9q22.31
Brachydactyly,_type_B2,_611377_(3)	NOG,_SYM1,_SYNS1A	602991	17q22
Brachydactyly,_type_C,_113100_(3)	GDF5,_CDMP1,_SYNS2,_OS5,_BDA1C,_SYM1B	601146	20q11.22
Brachydactyly,_type_D,_113200_(3)	HOXD13,_HOX4I,_SPD1,_BDSD	142989	2q31.1
Brachydactyly,_type_E,_113300_(3)	HOXD13,_HOX4I,_SPD1,_BDSD	142989	2q31.1
Brachydactyly,_type_E2,_613382_(3)	PTHLH,_BDE2	168470	12p11.22
Brachyolmia_4_with_mild_epiphyseal_and_metaphyseal_changes,_612847_(3)	PAPSS2,_ATPSK2,_BCYM4	603005	10q23.2-q23.3
Brachyolmia_type_3,_113500_(3)	TRPV4,_VROAC,_HMSN2C,_CMT2C,_SPSMA,_SSQTL1,_SMAL,_BCYM3	605427	12q24.11
Bradyopsia,_608415_(3)	RGS9,_PERRS	604067	17q24.1
Bradyopsia,_608415_(3)	RGS9BP,_R9AP,_RGS9,_PERRS	607814	19q13.11
Brain_malformations_with_or_without_urinary_tract_defects,_613735_(3)	NFIA,_BRMUTD	600727	1p31.3
Brain_small_vessel_disease_with_or_without_ocular_anomalies,_607595_(3)	COL4A1,_POREN1,_HANAC,_ICH,_BSVD,_RATOR	120130	13q34
Brain_tumor-polyposis_syndrome_2,_175100_(3)	APC,_GS,_FPC,_BTPS2	611731	5q22.2
Branched-chain_ketoacid_dehydrogenase_kinase_deficiency,_614923_(3)	BCKDK,_BDK,_BCKDKD	614901	16p11.2
Branchiooculofacial_syndrome,_113620_(3)	TFAP2A,_AP2TF,_BOFS	107580	6p24.3
Branchiootic_syndrome_1,_602588_(3)	EYA1,_BOR,_BOS1,_OFC1	601653	8q13.3
Branchiootic_syndrome_2_(2)	BOS2	120502	1q31
Branchiootic_syndrome_3,_608389_(3)	SIX1,_BOS3,_DFNA23	601205	14q23.1
Branchiootorenal_syndrome_1,_with_or_without_cataracts,_113650_(3)	EYA1,_BOR,_BOS1,_OFC1	601653	8q13.3
Branchiootorenal_syndrome_2,_610896_(3)	SIX5,_DMAHP,_BOR2	600963	19q13.32
Breast_cancer_(1)	BCPR	113721	17p13.3
Breast_cancer,_114480_(3)	TP53,_P53,_LFS1_,_BCC7	191170	17p13.1
Breast_cancer,_early-onset,_114480_(3)	BRIP1,_BACH1,_FANCJ	605882	17q23.2
Breast_cancer,_somatic,_114480_(3)	AKT1,_CWS6	164730	14q32.33
Breast_cancer,_somatic,_114480_(3)	KRAS,_KRAS2,_RASK2,_NS,_CFC2,_RALD	190070	12p12.1
Breast_cancer,_somatic,_114480_(3)	PIK3CA,_CLOVE,_MCAP,_MCM,_MCMTC,_CWS5	171834	3q26.32
Breast_cancer,_somatic,_114480_(3)	PPM1D,_WIP1,_IDDGIP	605100	17q23.2
Breast_cancer,_somatic,_114480_(3)	RB1CC1,_CC1,_KIAA0203	606837	8q11.23
Breast_cancer,_somatic,_114480_(3)	SLC22A1L,_BWSCR1A,_IMPT1	602631	11p15.4
Breast_cancer,_somatic,_114480_(3)	TSG101	601387	11p15.1
Brittle_cornea_syndrome_1,_229200_(3)	ZNF469,_KIAA1858,_BCS1	612078	16q24.2
Brittle_cornea_syndrome_2,_614170_(3)	PRDM5,_BCS2	614161	4q27
Brody_myopathy,_601003_(3)	ATP2A1,_SERCA1	108730	16p11.2
Bronchiectasis_with_or_without_elevated_sweat_chloride_1,_211400_(3)	SCNN1B,_BESC1	600760	16p12.2
Bronchiectasis_with_or_without_elevated_sweat_chloride_2,_613021_(3)	SCNN1A,_BESC2	600228	12p13.31
Bronchiectasis_with_or_without_elevated_sweat_chloride_3,_613071_(3)	SCNN1G,_PHA1,_BESC3	600761	16p12.2
Brooke-Spiegler_syndrome,_605041_(3)	CYLD,_CDMT,_EAC,_MFT1,_KIAA0849,_BRSS	605018	16q12.1
Brooks-Wisniewski-Brown_syndrome_(2)	MRXSBWB	300612	Chr.X
Brown-Vialetto-Van_Laere_syndrome_1,_211530_(3)	SLC52A3,_C20orf54,_RFT2,_BVVLS1	613350	20p13
Brown-Vialetto-Van_Laere_syndrome_2,_614707_(3)	SLC52A2,_GPR172A,_GPCR41,_PAR1,_FLJ11856,_BVVLS2	607882	8q24.3
Bruck_syndrome_1,_259450_(3)	FKBP10,_FKBP65,_OI11,_BRKS1	607063	17q21.2
Bruck_syndrome_2,_609220_(3)	PLOD2,_LH2,_TLH,_BRKS2	601865	3q24
Brugada_syndrome_1,_601144_(3)	SCN5A,_LQT3,_VF1,_HB1,_SSS1,_CMD1E,_CDCD2	600163	3p22.2
Brugada_syndrome_2,_611777_(3)	GPD1L,_KIAA0089	611778	3p22.3
Brugada_syndrome_3,_611875_(3)	CACNA1C,_CACNL1A1,_CCHL1A1,_TS	114205	12p13.33
Brugada_syndrome_4,_611876_(3)	CACNB2	600003	10p12.33-p12.31
Brugada_syndrome_5,_612838_(3)	SCN1B,_GEFSP1,_BRGDA5,_ATFB13,_EIEE52	600235	19q13.11
Brugada_syndrome_6,_613119_(3)	KCNE3,_HOKPP,_HYPP	604433	11q13.4
Brugada_syndrome_7,_613120_(3)	SCN3B,_SCNB3,_BRGDA7,_ATFB16	608214	11q24.1
Brugada_syndrome_8,_613123_(3)	HCN4,_SSS2	605206	15q24.1
Brugada_syndrome_9,_616399_(3)	KCND3,_KCND3S,_KCND3L,_SCA19,_SCA22,_BRGDA9	605411	1p13.2
Brunner_syndrome,_300615_(3)	MAOA,_BRNRS	309850	Xp11.3
Burkitt_lymphoma,_113970_(3)	MYC	190080	8q24.21
Burn-McKeown_syndrome,_608572_(3)	TXNL4A,_DIM1,_BMKS	611595	18q23
Buschke-Ollendorff_syndrome,_166700_(3)	LEMD3,_MAN1	607844	12q14.3
C_syndrome,_211750_(3)	CD96,_TACTILE	606037	3q13.1-q13.2
C1q_deficiency,_613652_(3)	C1QA	120550	1p36.12
C1q_deficiency,_613652_(3)	C1QB	120570	1p36.12
C1q_deficiency,_613652_(3)	C1QC,_C1QG	120575	1p36.12
C1s_deficiency,_613783_(3)	C1S,_EDSPD2	120580	12p13.31
C2_deficiency,_217000_(3)	C2,_ARMD14	613927	6p21.33
C3_deficiency,_613779_(3)	C3,_ARMD9,_AHUS5	120700	19p13.3
C4B_deficiency,_614379_(3)	C4B,_C4F,_C4BD	120820	6p21.33
C4a_deficiency,_614380_(3)	C4A,_C4S,_C4AD	120810	6p21.33
C5_deficiency,_609536_(3)	C5,_C5D,_ECLZB	120900	9q33.2
C6_deficiency,_612446_(3)	C6	217050	5p13.1
C7_deficiency,_610102_(3)	C7	217070	5p13.1
C8_deficiency,_type_I,_613790_(3)	C8A	120950	1p32.2
C8_deficiency,_type_II,_613789_(3)	C8B	120960	1p32.2
C9_deficiency,_613825_(3)	C9,_C9D,_ARMD15	120940	5p13.1
CAP_myopathy_1,_609284_(3)	TPM3,_NEM1,_CFTD,_CAPM1	191030	1q21.3
CAP_myopathy_2,_609285_(3)	TPM2,_TMSB,_AMCD1,_DA1,_DA2B,_NEM4	190990	9p13.3
CAPOS_syndrome,_601338_(3)	ATP1A3,_DYT12,_RDP,_AHC2,_CAPOS	182350	19q13.2
CARASIL_syndrome,_600142_(3)	HTRA1,_PRSS11,_ARMD7,_CARASIL,_CADASIL2	602194	10q26.13
CATSHL_syndrome,_610474_(3)	FGFR3,_ACH	134934	4p16.3
CD8_deficiency,_familial,_608957_(3)	CD8A	186910	2p11.2
CDAGS_syndrome_(2)	CDAGS	603116	22q12-q13
CHARGE_syndrome,_214800_(3)	CHD7,_HH5	608892	8q12.2
CHILD_syndrome,_308050_(3)	NSDHL	300275	Xq28
CHIME_syndrome,_280000_(3)	PIGL,_CHIME	605947	17p11.2
CHOPS_syndrome,_616368_(3)	AFF4,_AF5Q31,_CHOPS	604417	5q31.1
CINCA_syndrome,_607115_(3)	NLRP3,_CIAS1,_FCU,_FCAS1,_NALP3,_PYPAF1	606416	1q44
CK_syndrome,_300831_(3)	NSDHL	300275	Xq28
CLOVE_syndrome,_somatic,_612918_(3)	PIK3CA,_CLOVE,_MCAP,_MCM,_MCMTC,_CWS5	171834	3q26.32
COACH_syndrome,_216360_(3)	CC2D2A,_KIAA1345,_MKS6	612013	4p15.32
COACH_syndrome,_216360_(3)	RPGRIP1L,_KIAA1005,_JBTS7,_MKS5	610937	16q12.2
COACH_syndrome,_216360_(3)	TMEM67,_MKS3,_JBTS6,_NPHP11	609884	8q22.1
CODAS_syndrome,_600373_(3)	LONP1,_PRSS15,_LON,_CODASS	605490	19p13.3
COMMAD_syndrome,_617306_(3)	MITF,_WS2A,_CMM8,_COMMAD	156845	3p13
COPD,_rate_of_decline_of_lung_function_in,_606963_(3)	MMP1,_CLG	120353	11q22.2
CPT_II_deficiency,_infantile,_600649_(3)	CPT2,_IIAE4	600650	1p32.3
CPT_II_deficiency,_lethal_neonatal,_608836_(3)	CPT2,_IIAE4	600650	1p32.3
CPT_II_deficiency,_myopathic,_stress-induced,_255110_(3)	CPT2,_IIAE4	600650	1p32.3
CPT_deficiency,_hepatic,_type_IA,_255120_(3)	CPT1A	600528	11q13.3
CR1_deficiency_(1)	CR1,_C3BR	120620	1q32.2
CRASH_syndrome,_303350_(3)	L1CAM,_CAML1,_HSAS1,_MASA,_SPG1	308840	Xq28
Caffey_disease,_114000_(3)	COL1A1,_OI1,_OI2,_OI3,_OI4,_EDSC	120150	17q21.33
Calcification_of_joints_and_arteries,_211800_(3)	NT5E,_NT5	129190	6q14.3
Campomelic_dysplasia_with_autosomal_sex_reversal,_114290_(3)	SOX9,_CMD1,_SRA1	608160	17q24.3
Campomelic_dysplasia,_114290_(3)	SOX9,_CMD1,_SRA1	608160	17q24.3
Camptodactyly_1_(2)	CAMPD1	114200	3q11.2-q13.12
Camptodactyly-arthropathy-coxa_vara-pericarditis_syndrome,_208250_(3)	PRG4,_CACP,_MSF,_SZP,_HAPO	604283	1q31.1
Camurati-Engelmann_disease,_131300_(3)	TGFB1,_DPD1,_CED	190180	19q13.2
Canavan_disease,_271900_(3)	ASPA	608034	17p13.2
Candidiasis,_familial,_1,_autosomal_dominant_(2)	CANDF1,_CMCT	114580	2p22.3-p21
Candidiasis,_familial,_2,_autosomal_recessive,_212050_(3)	CARD9,_CANDF2	607212	9q34.3
Candidiasis,_familial,_3_(2)	CANDF3,_CANDN1,_FCNC	607644	11p13-q12
Candidiasis,_familial,_4,_autosomal_recessive,_613108_(3)	CLEC7A,_CLECSF12,_DECTIN1,_CANDF4	606264	12p13.2
Candidiasis,_familial,_9,_616445_(3)	IL17RC,_IL17RL,_CANDF9	610925	3p25.3
Capillary_malformation-arteriovenous_malformation,_608354_(3)	RASA1,_GAP,_CMAVM,_PKWS	139150	5q14.3
Capillary_malformations,_congenital,_1,_somatic,_mosaic,_163000_(3)	GNAQ,_SWS,_CMC1	600998	9q21.2
Carbamoylphosphate_synthetase_I_deficiency,_237300_(3)	CPS1,_PHN	608307	2q34
Carboxylesterase_1_deficiency_(3)	CES1,_SES1	114835	16q12.2
Carboxypeptidase_N_deficiency,_212070_(3)	CPN1,_SCPN,_CPN	603103	10q24.2
Carcinoid_tumor_of_lung_(3)	MEN1	613733	11q13.1
Carcinoid_tumors,_intestinal,_114900_(3)	SDHD,_PGL1,_CWS3	602690	11q23.1
Cardiac_arrhythmia,_ankyrin-B-related,_600919_(3)	ANK2,_LQT4	106410	4q25-q26
Cardiac_conduction_defect,_nonspecific,_612838_(3)	SCN1B,_GEFSP1,_BRGDA5,_ATFB13,_EIEE52	600235	19q13.11
Cardiac_valvular_defect,_developmental,_212093_(3)	PLD1,_CVDD	602382	3q26.31
Cardiac_valvular_dysplasia,_X-linked,_314400_(3)	FLNA,_FLN1,_NHBP,_OPD1,_OPD2,_FMD,_MNS,_CVD1,_CSBS	300017	Xq28
Cardioencephalomyopathy,_fatal_infantile,_due_to_cytochrome_c_oxidase_deficiency_1,_604377_(3)	SCO2,_CEMCOX1,_MYP6	604272	22q13.33
